DATASET_ID,COMMENT,FIELD,FORMAT,LINK,MIME_TYPE,TITLE
107,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/2fab9dae147a424b9cc66dad708fff27/info/metadata/metadata.xml?format=default&amp;output=html,,Water Flow - 50k - Canvec
108,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=e8ee7f9393db450eac4106432948f10e,,Roads Blocked - 50k - Canvec
108,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Roads_Blocked_50k_Canvec/,,Roads Blocked - 50k - Canvec
108,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/e8ee7f9393db450eac4106432948f10e/info/metadata/metadata.xml?format=default&amp;output=html,,Roads Blocked - 50k - Canvec
109,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=849b0e7d027748da87cc1d73b31e29cf,,Road Junctions - 50k - Canvec
109,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Road_Junctions_50k_Canvec/,,Road Junctions - 50k - Canvec
109,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/849b0e7d027748da87cc1d73b31e29cf/info/metadata/metadata.xml?format=default&amp;output=html,,Road Junctions - 50k - Canvec
110,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=861dcc249e614fffa32c3798961d3343,,Waterbody Lines - 50k - Canvec
110,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Waterbody_Lines_50k_Canvec/,,Waterbody Lines - 50k - Canvec
110,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/861dcc249e614fffa32c3798961d3343/info/metadata/metadata.xml?format=default&amp;output=html,,Waterbody Lines - 50k - Canvec
111,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=57a7f9cbdf8741b08dd23b37c7955779,,Wetlands - 250k - Canvec
111,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Wetlands_250k_Canvec/,,Wetlands - 250k - Canvec
111,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/57a7f9cbdf8741b08dd23b37c7955779/info/metadata/metadata.xml?format=default&amp;output=html,,Wetlands - 250k - Canvec
112,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=266aa986aa7e4dd19296bf5a196f6617,,Roads Ferry - 50k - Canvec
112,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Roads_Ferry_50k_Canvec/,,Roads Ferry - 50k - Canvec
112,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/266aa986aa7e4dd19296bf5a196f6617/info/metadata/metadata.xml?format=default&amp;output=html,,Roads Ferry - 50k - Canvec
113,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=79b04047412840979df4fe7cd49b4003,,Geographic Place Names Poly - 50k - Canvec
113,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/Geographic_Place_Names_Poly_50k_Canvec/,,Geographic Place Names Poly - 50k - Canvec
113,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/79b04047412840979df4fe7cd49b4003/info/metadata/metadata.xml?format=default&amp;output=html,,Geographic Place Names Poly - 50k - Canvec
114,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=a26d188f9a414f918c473c34474d4790,,Railroad Station - 250k - Canvec
114,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Railroad_Station_250k_Canvec/,,Railroad Station - 250k - Canvec
114,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/a26d188f9a414f918c473c34474d4790/info/metadata/metadata.xml?format=default&amp;output=html,,Railroad Station - 250k - Canvec
115,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=b7773d0fb6d2416bb42fe1fc8905aab5,,Elevation Points - 50k - Canvec
115,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Elevation/Elevation_Points_50k_Canvec/,,Elevation Points - 50k - Canvec
115,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/b7773d0fb6d2416bb42fe1fc8905aab5/info/metadata/metadata.xml?format=default&amp;output=html,,Elevation Points - 50k - Canvec
116,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=187c6bebc364482f86e59d540f6e9d17,,Water Obstacles Poly - 250k - Canvec
116,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Water_Obstacles_Poly_250k_Canvec/,,Water Obstacles Poly - 250k - Canvec
116,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/187c6bebc364482f86e59d540f6e9d17/info/metadata/metadata.xml?format=default&amp;output=html,,Water Obstacles Poly - 250k - Canvec
117,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=509c1a626dbe43ff9106ce4dfd1a5adb,,Landform Features Line - 50k - Canvec
117,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Landform_Features_Line_50k_Canvec/,,Landform Features Line - 50k - Canvec
117,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/509c1a626dbe43ff9106ce4dfd1a5adb/info/metadata/metadata.xml?format=default&amp;output=html,,Landform Features Line - 50k - Canvec
118,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=c4c6b41da30d4b738c721d2b8af85587,,Waterbody Islands - 50k - Canvec
118,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Waterbody_Islands_50k_Canvec/,,Waterbody Islands - 50k - Canvec
118,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/c4c6b41da30d4b738c721d2b8af85587/info/metadata/metadata.xml?format=default&amp;output=html,,Waterbody Islands - 50k - Canvec
119,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=9f9f025cd81b407fadde8275d685ef55,,Water Obstacles Poly - 50k - Canvec
119,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Water_Obstacles_Poly_50k_Canvec/,,Water Obstacles Poly - 50k - Canvec
119,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/9f9f025cd81b407fadde8275d685ef55/info/metadata/metadata.xml?format=default&amp;output=html,,Water Obstacles Poly - 50k - Canvec
120,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=f87b644d5b484c19af5e39ef4c14bc90,,Water Obstacles Point - 50k - Canvec
120,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Water_Obstacles_Point_50k_Canvec/,,Water Obstacles Point - 50k - Canvec
120,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/f87b644d5b484c19af5e39ef4c14bc90/info/metadata/metadata.xml?format=default&amp;output=html,,Water Obstacles Point - 50k - Canvec
121,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=505ecf24da7d4f66bb027f88dce57615,,Geographic Place Names Line - 50k - Canvec
121,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/Geographic_Place_Names_Line_50k_Canvec/,,Geographic Place Names Line - 50k - Canvec
121,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/505ecf24da7d4f66bb027f88dce57615/info/metadata/metadata.xml?format=default&amp;output=html,,Geographic Place Names Line - 50k - Canvec
122,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=49bd95d009e642369c2a51505f9c2871,,Elevation Points - 250k - Canvec
122,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Elevation/Elevation_Points_250k_Canvec/,,Elevation Points - 250k - Canvec
122,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/49bd95d009e642369c2a51505f9c2871/info/metadata/metadata.xml?format=default&amp;output=html,,Elevation Points - 250k - Canvec
123,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=85c32a46759948bbbc42e4d4cb3b6d09,,Water Obstacles Point - 250k - Canvec
123,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Water_Obstacles_Point_250k_Canvec/,,Water Obstacles Point - 250k - Canvec
123,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/85c32a46759948bbbc42e4d4cb3b6d09/info/metadata/metadata.xml?format=default&amp;output=html,,Water Obstacles Point - 250k - Canvec
124,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=5d29a616771c414a9e142a26d5955aa1,,Landform Features Polygon - 250k - Canvec
124,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Landform_Features_Polygon_250k_Canvec/,,Landform Features Polygon - 250k - Canvec
124,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/5d29a616771c414a9e142a26d5955aa1/info/metadata/metadata.xml?format=default&amp;output=html,,Landform Features Polygon - 250k - Canvec
125,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=0af99104f30d4bb2b9a4b3bb1d250150,,Cut Lines - 250k - Canvec
125,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Cut_Lines_250k_Canvec/,,Cut Lines - 250k - Canvec
125,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/0af99104f30d4bb2b9a4b3bb1d250150/info/metadata/metadata.xml?format=default&amp;output=html,,Cut Lines - 250k - Canvec
126,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=515bfdd4c6bd4c3597d98f9ac4ea0343,,Water Obstacles Line - 250k - Canvec
126,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Water_Obstacles_Line_250k_Canvec/,,Water Obstacles Line - 250k - Canvec
126,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/515bfdd4c6bd4c3597d98f9ac4ea0343/info/metadata/metadata.xml?format=default&amp;output=html,,Water Obstacles Line - 250k - Canvec
127,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=371eba96d6fc4b90876d49dc9b223b5b,,Landform Features Line - 250k - Canvec
127,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Landform_Features_Line_250k_Canvec/,,Landform Features Line - 250k - Canvec
127,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/371eba96d6fc4b90876d49dc9b223b5b/info/metadata/metadata.xml?format=default&amp;output=html,,Landform Features Line - 250k - Canvec
128,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=f2808688e27f42908815157b0f44a256,,Railroad Station - 50k - Canvec
128,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Railroad_Station_50k_Canvec/,,Railroad Station - 50k - Canvec
128,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/f2808688e27f42908815157b0f44a256/info/metadata/metadata.xml?format=default&amp;output=html,,Railroad Station - 50k - Canvec
129,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=3d6dfa39e7294516b0896adc29b384c9,,Earthquake Epicentres - 250k
129,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Earthquake_Epicentres_250k/,,Earthquake Epicentres - 250k
129,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/3d6dfa39e7294516b0896adc29b384c9/info/metadata/metadata.xml?format=default&amp;output=html,,Earthquake Epicentres - 250k
130,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=cfccf35445aa4c4686fabca8363f981a,,Folds - 250k
130,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Folds_250k/,,Folds - 250k
130,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/cfccf35445aa4c4686fabca8363f981a/info/metadata/metadata.xml?format=default&amp;output=html,,Folds - 250k
131,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=60dca6ef4b5848faa27aeb216c40154c,,Forest Health Aerial Overview - 50k
131,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Forest_Health_Aerial_Overview_50k/,,Forest Health Aerial Overview - 50k
131,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/60dca6ef4b5848faa27aeb216c40154c/info/metadata/metadata.xml?format=default&amp;output=html,,Forest Health Aerial Overview - 50k
132,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=840b9090fec942ce8fd9219fc7ec40e3,,Forest Resources Management Plans - 250k
132,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Forest_Resources_Management_Plans_250k/,,Forest Resources Management Plans - 250k
132,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/840b9090fec942ce8fd9219fc7ec40e3/info/metadata/metadata.xml?format=default&amp;output=html,,Forest Resources Management Plans - 250k
133,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=64f3d9e89076452aa2f15e72630e7d9d,,Geochemical Provinces - 250k
133,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Geochemical_Provinces_250k/,,Geochemical Provinces - 250k
133,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/64f3d9e89076452aa2f15e72630e7d9d/info/metadata/metadata.xml?format=default&amp;output=html,,Geochemical Provinces - 250k
134,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=ee0ee9c3bddb439c9b415e5dbff2af8c,,Lithogeochemistry
134,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Lithogeochemistry/,,Lithogeochemistry
134,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/ee0ee9c3bddb439c9b415e5dbff2af8c/info/metadata/metadata.xml?format=default&amp;output=html,,Lithogeochemistry
135,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=327b9e18d66940b4b11b78ae7ec04e25,,Harvest Licences - 50k
135,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Harvest_Licences_50k/,,Harvest Licences - 50k
135,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/327b9e18d66940b4b11b78ae7ec04e25/info/metadata/metadata.xml?format=default&amp;output=html,,Harvest Licences - 50k
136,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=a03ec7e78f1c4a5293199634b9df8f6e,,Major Faults
136,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Major_Faults/,,Major Faults
136,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/a03ec7e78f1c4a5293199634b9df8f6e/info/metadata/metadata.xml?format=default&amp;output=html,,Major Faults
137,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=4df5a1520e8a497b8d64a2c744a06f33,,Mineral Occurrences - 250k
137,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Mineral_Occurrences_250k/,,Mineral Occurrences - 250k
137,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/4df5a1520e8a497b8d64a2c744a06f33/info/metadata/metadata.xml?format=default&amp;output=html,,Mineral Occurrences - 250k
138,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=45240218c3d34f329d85e9e892216910,,Permanent Sampling Plots
138,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Permanent_Sampling_Plots/,,Permanent Sampling Plots
138,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/45240218c3d34f329d85e9e892216910/info/metadata/metadata.xml?format=default&amp;output=html,,Permanent Sampling Plots
139,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=9f87df3606aa476dae9653871f2f8d76,,Regional Geochemical Surveys - RGS - AAS - 250k
139,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Regional_Geochemical_Surveys_RGS_AAS_250k/,,Regional Geochemical Surveys - RGS - AAS - 250k
139,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/9f87df3606aa476dae9653871f2f8d76/info/metadata/metadata.xml?format=default&amp;output=html,,Regional Geochemical Surveys - RGS - AAS - 250k
140,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=5920059e9c1b48bfba26e70e988f6d93,,Regional Geochemical Surveys - RGS - All - 250k
140,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Regional_Geochemical_Surveys_RGS_All_250k/,,Regional Geochemical Surveys - RGS - All - 250k
140,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/5920059e9c1b48bfba26e70e988f6d93/info/metadata/metadata.xml?format=default&amp;output=html,,Regional Geochemical Surveys - RGS - All - 250k
141,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=54e71d67d7ac41318d7f973204a87af5,,Regional Geochemical Surveys - RGS - Heon - 250k
141,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Regional_Geochemical_Surveys_RGS_Heon_250k/,,Regional Geochemical Surveys - RGS - Heon - 250k
141,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/54e71d67d7ac41318d7f973204a87af5/info/metadata/metadata.xml?format=default&amp;output=html,,Regional Geochemical Surveys - RGS - Heon - 250k
142,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=caf52e0e578743af985017e7ffde2287,,Regional Geochemical Surveys - RGS - ICPMS - 250k
142,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Regional_Geochemical_Surveys_RGS_ICPMS_250k/,,Regional Geochemical Surveys - RGS - ICPMS - 250k
142,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/caf52e0e578743af985017e7ffde2287/info/metadata/metadata.xml?format=default&amp;output=html,,Regional Geochemical Surveys - RGS - ICPMS - 250k
143,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=19c74766f7644b67b2c0394376fd04b7,,Regional Geochemical Surveys - RGS - INAA - 250k
143,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Regional_Geochemical_Surveys_RGS_INAA_250k/,,Regional Geochemical Surveys - RGS - INAA - 250k
143,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/19c74766f7644b67b2c0394376fd04b7/info/metadata/metadata.xml?format=default&amp;output=html,,Regional Geochemical Surveys - RGS - INAA - 250k
144,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=58921af571e94770afd6d13cfcba4f17,,Regional Geochemical Surveys - RGS - Site Water - 250k
144,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Regional_Geochemical_Surveys_RGS_Site_Water_250k/,,Regional Geochemical Surveys - RGS - Site Water - 250k
144,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/58921af571e94770afd6d13cfcba4f17/info/metadata/metadata.xml?format=default&amp;output=html,,Regional Geochemical Surveys - RGS - Site Water - 250k
145,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=883915d3f7b543dab45204f63a7fceb6,,Timber harvest plans - 50k
145,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Timber_Harvest_Plans_50k/,,Timber harvest plans - 50k
145,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/883915d3f7b543dab45204f63a7fceb6/info/metadata/metadata.xml?format=default&amp;output=html,,Timber harvest plans - 50k
146,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=4c7d7873ce9f40fd9aecbb7a734dc1d8,,Vegetation Inventory - 5k - Land Cover
146,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Vegetation_Inventory_5k/,,Vegetation Inventory - 5k - Land Cover
146,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/4c7d7873ce9f40fd9aecbb7a734dc1d8/info/metadata/metadata.xml?format=default&amp;output=html,,Vegetation Inventory - 5k - Land Cover
147,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=98a1b613f81c489cb4173f4976419f23,,Vegetation Inventory - 40k
147,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Vegetation_Inventory_40k/,,Vegetation Inventory - 40k
147,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/98a1b613f81c489cb4173f4976419f23/info/metadata/metadata.xml?format=default&amp;output=html,,Vegetation Inventory - 40k
148,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=7afb727b4ab94b1b955699807f845b59,,Vegetation Inventory Photo Points - Whitehorse - 10k
148,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Vegetation_Inventory_Photo_Points_Whitehorse_10k/,,Vegetation Inventory Photo Points - Whitehorse - 10k
148,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/7afb727b4ab94b1b955699807f845b59/info/metadata/metadata.xml?format=default&amp;output=html,,Vegetation Inventory Photo Points - Whitehorse - 10k
149,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=48f1a110f59a4560ab1b58000250715e,,Vegetation Inventory Roads - 40k
149,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Vegetation_Inventory_Roads_40k/,,Vegetation Inventory Roads - 40k
149,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/48f1a110f59a4560ab1b58000250715e/info/metadata/metadata.xml?format=default&amp;output=html,,Vegetation Inventory Roads - 40k
150,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=e0b2bf4f43b84bccbea91f8f313ac791,,Vegetation Inventory - Whitehorse - 10k
150,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Vegetation_Inventory_Whitehorse_10k/,,Vegetation Inventory - Whitehorse - 10k
150,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/e0b2bf4f43b84bccbea91f8f313ac791/info/metadata/metadata.xml?format=default&amp;output=html,,Vegetation Inventory - Whitehorse - 10k
151,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=4c7d7873ce9f40fd9aecbb7a734dc1d8,,Vegetation Inventory - 5k - Leading Species
151,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Vegetation_Inventory_5k/,,Vegetation Inventory - 5k - Leading Species
151,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/8ba77d63e92a4e9d863224e4767cc8d4/info/metadata/metadata.xml?format=default&amp;output=html,,Vegetation Inventory - 5k - Leading Species
152,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=4c7d7873ce9f40fd9aecbb7a734dc1d8,,Vegetation Inventory - 5k - Soil Moisture Regime
152,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Vegetation_Inventory_5k/,,Vegetation Inventory - 5k - Soil Moisture Regime
152,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/2c0499f2b9834c70b0776473e6ce8abc/info/metadata/metadata.xml?format=default&amp;output=html,,Vegetation Inventory - 5k - Soil Moisture Regime
153,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=4c7d7873ce9f40fd9aecbb7a734dc1d8,,Vegetation Inventory - 5k - Soil Nutrient Regime
153,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Forestry/Vegetation_Inventory_5k/,,Vegetation Inventory - 5k - Soil Nutrient Regime
153,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/968a6db0236640ed82fdb18c6306e68f/info/metadata/metadata.xml?format=default&amp;output=html,,Vegetation Inventory - 5k - Soil Nutrient Regime
154,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=d852e3f7beef4a2bb753f50ecdd5a784,,Community Hazards - Burwash Destruction Bay - 25k
154,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Community_Hazards_Burwash_Destruction_Bay_25k/,,Community Hazards - Burwash Destruction Bay - 25k
154,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/d852e3f7beef4a2bb753f50ecdd5a784/info/metadata/metadata.xml?format=default&amp;output=html,,Community Hazards - Burwash Destruction Bay - 25k
155,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=5fca20188bfc4cea9b74ddea3a76c3a5,,Community Hazards - Dawson - 30m
155,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Community_Hazards_Dawson_30m/,,Community Hazards - Dawson - 30m
155,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/5fca20188bfc4cea9b74ddea3a76c3a5/info/metadata/metadata.xml?format=default&amp;output=html,,Community Hazards - Dawson - 30m
156,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=f6ead3e1959b4c908a791e541a489e8d,,Community Hazards - Faro - 20k
156,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Community_Hazards_Faro_20k/,,Community Hazards - Faro - 20k
156,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/f6ead3e1959b4c908a791e541a489e8d/info/metadata/metadata.xml?format=default&amp;output=html,,Community Hazards - Faro - 20k
157,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=3e05e075371d4b0aacc91db493ba8d14,,Community Hazards - Mayo - 20k
157,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Community_Hazards_Mayo_20k/,,Community Hazards - Mayo - 20k
157,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/3e05e075371d4b0aacc91db493ba8d14/info/metadata/metadata.xml?format=default&amp;output=html,,Community Hazards - Mayo - 20k
158,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=c40baaeeadbb4f8d8f0fb5b50e2c0412,,Community Hazards - Pelly Crossing - 20k
158,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Community_Hazards_Pelly_Crossing_20k/,,Community Hazards - Pelly Crossing - 20k
158,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/c40baaeeadbb4f8d8f0fb5b50e2c0412/info/metadata/metadata.xml?format=default&amp;output=html,,Community Hazards - Pelly Crossing - 20k
159,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=6281b90e380049ee9558ee92b77d61c3,,Community Hazards - Ross River - 12k
159,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Geological/Community_Hazards_Ross_River_12k/,,Community Hazards - Ross River - 12k
159,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/6281b90e380049ee9558ee92b77d61c3/info/metadata/metadata.xml?format=default&amp;output=html,,Community Hazards - Ross River - 12k
160,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=7825eb836a334a4c849403f58bafa741,,Yukon tourism regions
160,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Culture_and_Heritage/Yukon_Tourism_Regions/,,Yukon tourism regions
160,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/7825eb836a334a4c849403f58bafa741/info/metadata/metadata.xml?format=default&amp;output=html,,Yukon tourism regions
161,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=108a2e9ecb9d4a618292814a2a892445,,Areas withdrawn from staking - 50k
161,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Mining/Areas_Withdrawn_from_Staking_50k/,,Areas withdrawn from staking - 50k
161,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/108a2e9ecb9d4a618292814a2a892445/info/metadata/metadata.xml?format=default&amp;output=html,,Areas withdrawn from staking - 50k
162,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=838705a6bcd1485abf64dce2e9ba6662,,Community Zoning
162,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Land_Planning/Community_Zoning/,,Community Zoning
162,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/838705a6bcd1485abf64dce2e9ba6662/info/metadata/metadata.xml?format=default&amp;output=html,,Community Zoning
163,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=8d766afd829b4014bb89cb367c9aaad1,,First Nation Settlement Lands - 250k
163,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/First_Nations/First_Nation_Settlement_Lands_250k/,,First Nation Settlement Lands - 250k
163,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/8d766afd829b4014bb89cb367c9aaad1/info/metadata/metadata.xml?format=default&amp;output=html,,First Nation Settlement Lands - 250k
164,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=75a58fd079654a0aaa31914f801dbe73,,First Nation Settlement Lands - Surveyed
164,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/First_Nations/First_Nation_Settlement_Lands_Surveyed/,,First Nation Settlement Lands - Surveyed
